task_id	chrom	start	end	iteration	h2_incremental
1805	3	114758715	114759409	1	0.125298696481636
1805	3	114758715	114759409	2	0.00707010504025198
1805	3	114758715	114759409	3	2.12215141935275e-05
1805	3	114758715	114759409	4	0.00211351517205278
1805	3	114758715	114759409	5	0
1805	3	114758715	114759409	6	0
1805	3	114758715	114759409	7	0
1805	3	114758715	114759409	8	0
1805	3	114758715	114759409	9	0
1805	3	114758715	114759409	10	6.00655120559331e-05
1805	3	114758715	114759409	11	1.09184130543765e-06
