task_id	chrom	start	end	iteration	h2_incremental
3912	6	32266337	32266735	1	0.695147389617922
3912	6	32266337	32266735	2	0.000211604419531255
3912	6	32266337	32266735	3	0.000277960772180467
3912	6	32266337	32266735	4	0
3912	6	32266337	32266735	5	7.08910183313325e-06
3912	6	32266337	32266735	6	0
3912	6	32266337	32266735	7	4.16982684744717e-06
3912	6	32266337	32266735	8	2.04629577875072e-06
3912	6	32266337	32266735	9	6.00764595122967e-05
3912	6	32266337	32266735	10	1.52295615185378e-06
3912	6	32266337	32266735	11	5.20077051836769e-06
