task_id	chrom	start	end	iteration	h2_incremental
2681	4	24469196	24469671	1	0.3540483520119
2681	4	24469196	24469671	2	1.92998932633514e-05
2681	4	24469196	24469671	3	0
2681	4	24469196	24469671	4	0
2681	4	24469196	24469671	5	1.52309553266729e-06
2681	4	24469196	24469671	6	2.06291825161199e-05
2681	4	24469196	24469671	7	0.00182840278514451
2681	4	24469196	24469671	8	3.52164249241131e-06
2681	4	24469196	24469671	9	0
2681	4	24469196	24469671	10	0
2681	4	24469196	24469671	11	0
2681	4	24469196	24469671	12	9.22178716414539e-05
