task_id	chrom	start	end	iteration	h2_incremental
2780	4	57055913	57056374	1	0.631547963396348
2780	4	57055913	57056374	2	0
2780	4	57055913	57056374	3	0.000121317366687946
2780	4	57055913	57056374	4	2.60014508844728e-05
2780	4	57055913	57056374	5	6.77336950210741e-07
2780	4	57055913	57056374	6	1.16003724461896e-05
2780	4	57055913	57056374	7	5.33110826884199e-06
2780	4	57055913	57056374	8	0
2780	4	57055913	57056374	9	8.74631373559366e-07
2780	4	57055913	57056374	10	0
2780	4	57055913	57056374	11	3.86034033703039e-07
