task_id	chrom	start	end	iteration	h2_incremental
2858	4	77286547	77288856	1	0.728669531789934
2858	4	77286547	77288856	2	0.000224955610875509
2858	4	77286547	77288856	3	0
2858	4	77286547	77288856	4	0.000556006004015072
2858	4	77286547	77288856	5	0
2858	4	77286547	77288856	6	0
2858	4	77286547	77288856	7	7.13591053297121e-06
2858	4	77286547	77288856	8	0
2858	4	77286547	77288856	9	0.00025354701705721
2858	4	77286547	77288856	10	1.01233370227634e-05
2858	4	77286547	77288856	11	0
2858	4	77286547	77288856	12	2.4709734913434e-05
2858	4	77286547	77288856	13	0
2858	4	77286547	77288856	14	0
