task_id	chrom	start	end	iteration	h2_incremental
1728	2	95041675	95042829	1	0.026780248593119
1728	2	95041675	95042829	2	0.00366115243658231
1728	2	95041675	95042829	3	2.41812180609538e-05
1728	2	95041675	95042829	4	7.15711805350731e-05
1728	2	95041675	95042829	5	3.49062534329181e-06
1728	2	95041675	95042829	6	1.39564689974441e-05
1728	2	95041675	95042829	7	0.00618755495715954
1728	2	95041675	95042829	8	0
1728	2	95041675	95042829	9	7.6494376525453e-06
1728	2	95041675	95042829	10	0
1728	2	95041675	95042829	11	1.43343089645774e-06
1728	2	95041675	95042829	12	5.30866721744777e-07
