task_id	chrom	start	end	iteration	h2_incremental
507	1	25601074	25601771	1	0.0325999931037732
507	1	25601074	25601771	2	0.0513614867174085
507	1	25601074	25601771	3	0.00165581549459014
507	1	25601074	25601771	4	4.09481683367029e-05
507	1	25601074	25601771	5	0
507	1	25601074	25601771	6	0
507	1	25601074	25601771	7	0
507	1	25601074	25601771	8	0
507	1	25601074	25601771	9	0.0167878391343228
507	1	25601074	25601771	10	0
507	1	25601074	25601771	11	4.17841362370911e-07
507	1	25601074	25601771	12	0
507	1	25601074	25601771	13	0
507	1	25601074	25601771	14	0
