task_id	chrom	start	end	iteration	h2_incremental
1662	2	70564342	70565404	1	0.322805417602195
1662	2	70564342	70565404	2	9.54225643113286e-05
1662	2	70564342	70565404	3	0.000120472692446717
1662	2	70564342	70565404	4	4.88556354976238e-05
1662	2	70564342	70565404	5	0
1662	2	70564342	70565404	6	0.00528634897651748
1662	2	70564342	70565404	7	2.51793149859037e-06
1662	2	70564342	70565404	8	0.000533519393487685
1662	2	70564342	70565404	9	2.31575587507815e-05
1662	2	70564342	70565404	10	1.37812589094009e-06
1662	2	70564342	70565404	11	0
1662	2	70564342	70565404	12	0
1662	2	70564342	70565404	13	5.05193137218839e-05
