task_id	chrom	start	end	iteration	h2_incremental
238	1	16304398	16305850	1	0.174358572901154
238	1	16304398	16305850	2	0.00178243694313242
238	1	16304398	16305850	3	1.26018255545673e-05
238	1	16304398	16305850	4	3.76780599966949e-07
238	1	16304398	16305850	5	0.00294214604040161
238	1	16304398	16305850	6	0.00106612062474878
238	1	16304398	16305850	7	0.00078923850927003
238	1	16304398	16305850	8	0
238	1	16304398	16305850	9	1.85894946331942e-06
238	1	16304398	16305850	10	1.25473364355562e-05
238	1	16304398	16305850	11	0
238	1	16304398	16305850	12	0
