task_id	chrom	start	end	iteration	h2_incremental
3116	5	154691118	154691240	1	0.0342051396240476
3116	5	154691118	154691240	2	0.0540670287233768
3116	5	154691118	154691240	3	2.71863019235606e-05
3116	5	154691118	154691240	4	0.0066618822155056
3116	5	154691118	154691240	5	0
3116	5	154691118	154691240	6	0.000971206455764054
3116	5	154691118	154691240	7	0
3116	5	154691118	154691240	8	0.000378234674042259
3116	5	154691118	154691240	9	2.04305049266914e-05
3116	5	154691118	154691240	10	0.00145973182696633
3116	5	154691118	154691240	11	5.69714434315624e-07
3116	5	154691118	154691240	12	0
3116	5	154691118	154691240	13	0
3116	5	154691118	154691240	14	0
3116	5	154691118	154691240	15	3.44915224748023e-06
