task_id	chrom	start	end	iteration	h2_incremental
1583	2	42961380	42961827	1	0.182150615845475
1583	2	42961380	42961827	2	1.40957791435094e-05
1583	2	42961380	42961827	3	0.000538969122732965
1583	2	42961380	42961827	4	7.61390912704169e-06
1583	2	42961380	42961827	5	0.000344264363355806
1583	2	42961380	42961827	6	0.00324382948100542
1583	2	42961380	42961827	7	0.000155982492668183
1583	2	42961380	42961827	8	5.09672318778945e-07
1583	2	42961380	42961827	9	2.35590842244612e-05
1583	2	42961380	42961827	10	0.000158219335373875
1583	2	42961380	42961827	11	1.87321522687459e-05
