task_id	chrom	start	end	iteration	h2_incremental
2574	4	168877543	168877915	1	0.260321802522603
2574	4	168877543	168877915	2	0.0019913233820616
2574	4	168877543	168877915	3	0.0034018584194265
2574	4	168877543	168877915	4	0
2574	4	168877543	168877915	5	0
2574	4	168877543	168877915	6	2.73802225871144e-07
2574	4	168877543	168877915	7	3.73719007284864e-05
2574	4	168877543	168877915	8	2.06065757375381e-05
2574	4	168877543	168877915	9	0
2574	4	168877543	168877915	10	7.11015112343602e-08
2574	4	168877543	168877915	11	1.38013476107227e-07
