task_id	chrom	start	end	iteration	h2_incremental
4098	7	101733762	101734179	1	0
4098	7	101733762	101734179	2	0.00104522444204252
4098	7	101733762	101734179	3	0.0168850118873317
4098	7	101733762	101734179	4	0.00257038029040728
4098	7	101733762	101734179	5	0.0125188486687477
4098	7	101733762	101734179	6	0
4098	7	101733762	101734179	7	0.0222427913579987
4098	7	101733762	101734179	8	0
4098	7	101733762	101734179	9	0
4098	7	101733762	101734179	10	0
4098	7	101733762	101734179	11	0
4098	7	101733762	101734179	12	0
