task_id	chrom	start	end	iteration	h2_incremental
2478	4	139833543	139833868	1	0.235281285953507
2478	4	139833543	139833868	2	5.86934210307949e-07
2478	4	139833543	139833868	3	0.00811323822239582
2478	4	139833543	139833868	4	0.00619517130427699
2478	4	139833543	139833868	5	0.0035489485819209
2478	4	139833543	139833868	6	2.42776510790995e-05
2478	4	139833543	139833868	7	0
2478	4	139833543	139833868	8	0
2478	4	139833543	139833868	9	2.9292502916918e-05
2478	4	139833543	139833868	10	0
2478	4	139833543	139833868	11	1.13043107448478e-05
