task_id	chrom	start	end	iteration	h2_incremental
2154	3	21944421	21945121	1	0.152750819685112
2154	3	21944421	21945121	2	0.00626945228817633
2154	3	21944421	21945121	3	0.000607010804641786
2154	3	21944421	21945121	4	6.38000290959095e-05
2154	3	21944421	21945121	5	1.16902169636101e-05
2154	3	21944421	21945121	6	0.00456612717586302
2154	3	21944421	21945121	7	0.00267660028707435
2154	3	21944421	21945121	8	1.02573701058956e-05
2154	3	21944421	21945121	9	0
2154	3	21944421	21945121	10	0
2154	3	21944421	21945121	11	0
2154	3	21944421	21945121	12	1.16350978558415e-05
