task_id	chrom	start	end	iteration	h2_incremental
411	1	2287913	2288206	1	0.365773640822203
411	1	2287913	2288206	2	1.09585664551181e-06
411	1	2287913	2288206	3	0.000133851693857952
411	1	2287913	2288206	4	0
411	1	2287913	2288206	5	0
411	1	2287913	2288206	6	0
411	1	2287913	2288206	7	0
411	1	2287913	2288206	8	0
411	1	2287913	2288206	9	1.33384669941929e-06
411	1	2287913	2288206	10	0.00143200333342578
411	1	2287913	2288206	11	1.99127645581387e-07
411	1	2287913	2288206	12	0
411	1	2287913	2288206	13	1.94821364021782e-06
411	1	2287913	2288206	14	0
411	1	2287913	2288206	15	0
