task_id	chrom	start	end	iteration	h2_incremental
2174	3	32105833	32106188	1	0.195144318772467
2174	3	32105833	32106188	2	3.32584619430275e-06
2174	3	32105833	32106188	3	2.10999638840369e-06
2174	3	32105833	32106188	4	0.0108487795669732
2174	3	32105833	32106188	5	0.00373263991614552
2174	3	32105833	32106188	6	0
2174	3	32105833	32106188	7	1.7380885870001e-06
2174	3	32105833	32106188	8	0.00518207689303685
2174	3	32105833	32106188	9	1.05869079228094e-07
2174	3	32105833	32106188	10	0
2174	3	32105833	32106188	11	1.14402851943838e-07
2174	3	32105833	32106188	12	1.03639329712682e-05
2174	3	32105833	32106188	13	0
