task_id	chrom	start	end	iteration	h2_incremental
862	1	7807998	7808147	1	0.119486206188515
862	1	7807998	7808147	2	0.00586250477591892
862	1	7807998	7808147	3	0.00658712062852904
862	1	7807998	7808147	4	0
862	1	7807998	7808147	5	6.83408980443327e-08
862	1	7807998	7808147	6	0.0042595214767874
862	1	7807998	7808147	7	0
862	1	7807998	7808147	8	0
862	1	7807998	7808147	9	0.00860179705699363
862	1	7807998	7808147	10	0
862	1	7807998	7808147	11	2.67094131583343e-07
862	1	7807998	7808147	12	0
862	1	7807998	7808147	13	0
862	1	7807998	7808147	14	4.57966122690116e-07
