task_id	chrom	start	end	iteration	h2_incremental
581	1	28101828	28103081	1	0.298165252972262
581	1	28101828	28103081	2	0.0021630451176529
581	1	28101828	28103081	3	1.09690415898091e-07
581	1	28101828	28103081	4	6.79963080611017e-05
581	1	28101828	28103081	5	0
581	1	28101828	28103081	6	0.00224456005069779
581	1	28101828	28103081	7	0
581	1	28101828	28103081	8	4.88835695311559e-07
581	1	28101828	28103081	9	2.20846073040744e-06
581	1	28101828	28103081	10	0
581	1	28101828	28103081	11	5.22055678813815e-08
