task_id	chrom	start	end	iteration	h2_incremental
4347	7	21544170	21544844	1	0.149365360043696
4347	7	21544170	21544844	2	0.0271622174590093
4347	7	21544170	21544844	3	0.000491576959817859
4347	7	21544170	21544844	4	1.69575063338813e-05
4347	7	21544170	21544844	5	0
4347	7	21544170	21544844	6	0.00821802936539375
4347	7	21544170	21544844	7	6.20026323647215e-06
4347	7	21544170	21544844	8	7.34222102056541e-08
4347	7	21544170	21544844	9	2.02445997218588e-05
4347	7	21544170	21544844	10	5.33184429886537e-05
4347	7	21544170	21544844	11	0.000262907635274004
4347	7	21544170	21544844	12	2.88794330124472e-05
4347	7	21544170	21544844	13	0
4347	7	21544170	21544844	14	0.000256518297716941
4347	7	21544170	21544844	15	8.47561543891842e-07
4347	7	21544170	21544844	16	0
4347	7	21544170	21544844	17	0
4347	7	21544170	21544844	18	2.52047059092262e-05
4347	7	21544170	21544844	19	8.91962895513466e-06
