task_id	chrom	start	end	iteration	h2_incremental
4356	7	2243165	2243352	1	0.459358034250494
4356	7	2243165	2243352	2	0.0252761674209655
4356	7	2243165	2243352	3	1.73864423270601e-05
4356	7	2243165	2243352	4	2.97711077542368e-06
4356	7	2243165	2243352	5	0
4356	7	2243165	2243352	6	3.19179929931371e-06
4356	7	2243165	2243352	7	9.07424199649344e-06
4356	7	2243165	2243352	8	0.000405046399284168
4356	7	2243165	2243352	9	5.88960973669792e-07
4356	7	2243165	2243352	10	0
4356	7	2243165	2243352	11	0
4356	7	2243165	2243352	12	6.42142403706843e-06
4356	7	2243165	2243352	13	0
